userID,ISBN,bookRating,bookTitle,totalRatingCount,Location
71712,002542730X,6,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"valley center, kansas, usa"
77809,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"atlantic highlands, new jersey, usa"
81045,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"tigard, oregon, usa"
82407,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"washington, dc, usa"
82831,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"nashville, tennessee, usa"
88733,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"houston, texas, usa"
110934,002542730X,6,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"kirkland, washington, usa"
111947,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"albuquerque, new mexico, usa"
112026,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"lakewood, washington, usa"
113270,002542730X,5,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"evanston, illinois, usa"
119575,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"north vancouver, british columbia, canada"
126604,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"north reading, massachusetts, usa"
128835,002542730X,8,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"bellingham, washington, usa"
130474,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"nashville, tennessee, usa"
131837,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"west valley city, utah, usa"
150979,002542730X,8,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"greencastle, pennsylvania, usa"
155147,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"seattle, washington, usa"
159858,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"atlantic beach, florida, usa"
165308,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"new berlin, wisconsin, usa"
170518,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"gaithersburg, maryland, usa"
172030,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"rainsville, alabama, usa"
173291,002542730X,7,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"greensboro, north carolina, usa"
173415,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"chicago, illinois, usa"
174216,002542730X,5,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"hamilton, ohio, usa"
174304,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"st. louis, missouri, usa"
178667,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"freehold, new jersey, usa"
179733,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"greenville, texas, usa"
183995,002542730X,10,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"columbus (grandview heights), ohio, usa"
184299,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"omaha, nebraska, usa"
185233,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"winnemucca, nevada, usa"
188010,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"edmonton, alberta, canada"
190807,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"ramona, california, usa"
196077,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"disputanta, virginia, usa"
198711,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"little canada, minnesota, usa"
200226,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"burlington, ontario, canada"
201526,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"vancouver, british columbia, canada"
204864,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"simi valley, california, usa"
208671,002542730X,7,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"simi valley, california, usa"
211426,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"pueblo, colorado, usa"
225763,002542730X,7,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"san francisco, california, usa"
228998,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"lincoln, nebraska, usa"
229741,002542730X,7,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"kensington, california, usa"
230249,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"glen rock, pennsylvania, usa"
235842,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"griswold, iowa, usa"
238120,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"louisville, kentucky, usa"
243077,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"ann arbor, michigan, usa"
250405,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"columbus, ohio, usa"
250962,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"vancouver, british columbia, canada"
258938,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"los angeles, california, usa"
265313,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"morrisville, north carolina, usa"
266226,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"new york, new york, usa"
266865,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"reston, virginia, usa"
269566,002542730X,7,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"seattle, washington, usa"
271705,002542730X,0,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,82,"atlanta, georgia, usa"
277427,0060930535,0,The Poisonwood Bible: A Novel,133,"gilbert, arizona, usa"
254,0060930535,0,The Poisonwood Bible: A Novel,133,"minneapolis, minnesota, usa"
6251,0060930535,0,The Poisonwood Bible: A Novel,133,"wahiawa, hawaii, usa"
7346,0060930535,0,The Poisonwood Bible: A Novel,133,"sunnyvale, california, usa"
13273,0060930535,9,The Poisonwood Bible: A Novel,133,"harrisburg, pennsylvania, usa"
16634,0060930535,0,The Poisonwood Bible: A Novel,133,"little rock, arkansas, usa"
16795,0060930535,4,The Poisonwood Bible: A Novel,133,"mechanicsville, maryland, usa"
19664,0060930535,0,The Poisonwood Bible: A Novel,133,"katonah, new york, usa"
21014,0060930535,0,The Poisonwood Bible: A Novel,133,"fresno, california, usa"
21659,0060930535,0,The Poisonwood Bible: A Novel,133,"san jose, california, usa"
22625,0060930535,9,The Poisonwood Bible: A Novel,133,"lynbrook, new york, usa"
30533,0060930535,8,The Poisonwood Bible: A Novel,133,"charleston, south carolina, usa"
31315,0060930535,0,The Poisonwood Bible: A Novel,133,"henryville, indiana, usa"
35050,0060930535,0,The Poisonwood Bible: A Novel,133,"west columbia, south carolina, usa"
35859,0060930535,0,The Poisonwood Bible: A Novel,133,"duluth, minnesota, usa"
36606,0060930535,0,The Poisonwood Bible: A Novel,133,"san marcos, california, usa"
36836,0060930535,0,The Poisonwood Bible: A Novel,133,"raleigh, north carolina, usa"
36907,0060930535,0,The Poisonwood Bible: A Novel,133,"dunnville, ontario, canada"
39646,0060930535,0,The Poisonwood Bible: A Novel,133,"fairless hills, pennsylvania, usa"
40943,0060930535,0,The Poisonwood Bible: A Novel,133,"oklahoma city, oklahoma, usa"
43246,0060930535,0,The Poisonwood Bible: A Novel,133,"toronto, ontario, canada"
46398,0060930535,0,The Poisonwood Bible: A Novel,133,"san antonio, texas, usa"
48494,0060930535,0,The Poisonwood Bible: A Novel,133,"lemon grove, california, usa"
52584,0060930535,0,The Poisonwood Bible: A Novel,133,"livermore, california, usa"
55548,0060930535,0,The Poisonwood Bible: A Novel,133,"chamblee, georgia, usa"
60244,0060930535,0,The Poisonwood Bible: A Novel,133,"alvin, texas, usa"
60277,0060930535,0,The Poisonwood Bible: A Novel,133,"boston, massachusetts, usa"
63394,0060930535,0,The Poisonwood Bible: A Novel,133,"eufaula, alabama, usa"
63938,0060930535,0,The Poisonwood Bible: A Novel,133,"northwest, iowa, usa"
68555,0060930535,0,The Poisonwood Bible: A Novel,133,"bad axe, michigan, usa"
69232,0060930535,0,The Poisonwood Bible: A Novel,133,"mooresville, north carolina, usa"
70052,0060930535,0,The Poisonwood Bible: A Novel,133,"st. john`s, ontario, canada"
70415,0060930535,0,The Poisonwood Bible: A Novel,133,"crescent city, florida, usa"
77809,0060930535,8,The Poisonwood Bible: A Novel,133,"atlantic highlands, new jersey, usa"
78783,0060930535,0,The Poisonwood Bible: A Novel,133,"chantilly, virginia, usa"
79186,0060930535,0,The Poisonwood Bible: A Novel,133,"fairbanks, alaska, usa"
81492,0060930535,0,The Poisonwood Bible: A Novel,133,"san antonio, texas, usa"
83637,0060930535,0,The Poisonwood Bible: A Novel,133,"raleigh, north carolina, usa"
85426,0060930535,0,The Poisonwood Bible: A Novel,133,"chisholm, minnesota, usa"
85526,0060930535,8,The Poisonwood Bible: A Novel,133,"victoria, british columbia, canada"
87555,0060930535,0,The Poisonwood Bible: A Novel,133,"lexington, kentucky, usa"
91931,0060930535,0,The Poisonwood Bible: A Novel,133,"new westminster, british columbia, canada"
93629,0060930535,0,The Poisonwood Bible: A Novel,133,"baton rouge, louisiana, usa"
95932,0060930535,0,The Poisonwood Bible: A Novel,133,"manchester, new hampshire, usa"
98741,0060930535,0,The Poisonwood Bible: A Novel,133,"fairbanks, alaska, usa"
100846,0060930535,0,The Poisonwood Bible: A Novel,133,"plainfield, illinois, usa"
102967,0060930535,0,The Poisonwood Bible: A Novel,133,"olympia, washington, usa"
104429,0060930535,0,The Poisonwood Bible: A Novel,133,"brainerd, minnesota, usa"
105979,0060930535,9,The Poisonwood Bible: A Novel,133,"oakland, california, usa"
107784,0060930535,9,The Poisonwood Bible: A Novel,133,"tarentum, pennsylvania, usa"
108005,0060930535,0,The Poisonwood Bible: A Novel,133,"greenfield, wisconsin, usa"
110912,0060930535,0,The Poisonwood Bible: A Novel,133,"milpitas, california, usa"
110934,0060930535,0,The Poisonwood Bible: A Novel,133,"kirkland, washington, usa"
112001,0060930535,10,The Poisonwood Bible: A Novel,133,"barren springs, virginia, usa"
112881,0060930535,0,The Poisonwood Bible: A Novel,133,"kitchener, ontario, canada"
113270,0060930535,8,The Poisonwood Bible: A Novel,133,"evanston, illinois, usa"
113519,0060930535,0,The Poisonwood Bible: A Novel,133,"pleasanton, california, usa"
113904,0060930535,8,The Poisonwood Bible: A Novel,133,"baltimore, maryland, usa"
114414,0060930535,0,The Poisonwood Bible: A Novel,133,"edinburg, texas, usa"
114868,0060930535,0,The Poisonwood Bible: A Novel,133,"edmonton, alberta, canada"
114988,0060930535,0,The Poisonwood Bible: A Novel,133,"temple, texas, usa"
115120,0060930535,0,The Poisonwood Bible: A Novel,133,"sherman oaks, california, usa"
124487,0060930535,0,The Poisonwood Bible: A Novel,133,"ramah, new mexico, usa"
124942,0060930535,0,The Poisonwood Bible: A Novel,133,"olympia, washington, usa"
125692,0060930535,0,The Poisonwood Bible: A Novel,133,"elmira, new york, usa"
127429,0060930535,0,The Poisonwood Bible: A Novel,133,"kansas city, missouri, usa"
128208,0060930535,0,The Poisonwood Bible: A Novel,133,"san antonio, texas, usa"
129074,0060930535,0,The Poisonwood Bible: A Novel,133,"marietta, georgia, usa"
130571,0060930535,0,The Poisonwood Bible: A Novel,133,"summerville, south carolina, usa"
131046,0060930535,0,The Poisonwood Bible: A Novel,133,"ellington, connecticut, usa"
135149,0060930535,6,The Poisonwood Bible: A Novel,133,"ft. pierce, florida, usa"
135831,0060930535,0,The Poisonwood Bible: A Novel,133,"potomac falls, virginia, usa"
136139,0060930535,0,The Poisonwood Bible: A Novel,133,"fair oaks, california, usa"
136205,0060930535,0,The Poisonwood Bible: A Novel,133,"crest hill, illinois, usa"
136382,0060930535,3,The Poisonwood Bible: A Novel,133,"edmonton, alberta, canada"
137589,0060930535,9,The Poisonwood Bible: A Novel,133,"enterprise, oregon, usa"
138844,0060930535,9,The Poisonwood Bible: A Novel,133,"winnipeg, manitoba, canada"
141493,0060930535,6,The Poisonwood Bible: A Novel,133,"dove canyon, california, usa"
142093,0060930535,0,The Poisonwood Bible: A Novel,133,"storm lake, iowa, usa"
142524,0060930535,0,The Poisonwood Bible: A Novel,133,"detroit, michigan, usa"
145641,0060930535,10,The Poisonwood Bible: A Novel,133,"madison, new jersey, usa"
147847,0060930535,0,The Poisonwood Bible: A Novel,133,"greenville, illinois, usa"
159033,0060930535,0,The Poisonwood Bible: A Novel,133,"taneytown, maryland, usa"
164027,0060930535,5,The Poisonwood Bible: A Novel,133,"burlington, ontario, canada"
174304,0060930535,0,The Poisonwood Bible: A Novel,133,"st. louis, missouri, usa"
177090,0060930535,0,The Poisonwood Bible: A Novel,133,"ashland, missouri, usa"
178667,0060930535,0,The Poisonwood Bible: A Novel,133,"freehold, new jersey, usa"
180586,0060930535,0,The Poisonwood Bible: A Novel,133,"creston, british columbia, canada"
185233,0060930535,0,The Poisonwood Bible: A Novel,133,"winnemucca, nevada, usa"
187145,0060930535,0,The Poisonwood Bible: A Novel,133,"grapeview, washington, usa"
192093,0060930535,0,The Poisonwood Bible: A Novel,133,"lake worth, florida, usa"
197364,0060930535,0,The Poisonwood Bible: A Novel,133,"cumming, georgia, usa"
199772,0060930535,0,The Poisonwood Bible: A Novel,133,"vista, california, usa"
204864,0060930535,9,The Poisonwood Bible: A Novel,133,"simi valley, california, usa"
209373,0060930535,0,The Poisonwood Bible: A Novel,133,"mountain view, california, usa"
210792,0060930535,0,The Poisonwood Bible: A Novel,133,"franconia, virginia, usa"
217106,0060930535,0,The Poisonwood Bible: A Novel,133,"rock island, illinois, usa"
217375,0060930535,0,The Poisonwood Bible: A Novel,133,"st. petersburg, florida, usa"
229313,0060930535,0,The Poisonwood Bible: A Novel,133,"southgate, michigan, usa"
230522,0060930535,0,The Poisonwood Bible: A Novel,133,"colorado springs, colorado, usa"
233911,0060930535,0,The Poisonwood Bible: A Novel,133,"romney, west virginia, usa"
234828,0060930535,3,The Poisonwood Bible: A Novel,133,"fairbanks, alaska, usa"
235282,0060930535,0,The Poisonwood Bible: A Novel,133,"encino, california, usa"
235392,0060930535,0,The Poisonwood Bible: A Novel,133,"st. louis, missouri, usa"
235842,0060930535,0,The Poisonwood Bible: A Novel,133,"griswold, iowa, usa"
236757,0060930535,8,The Poisonwood Bible: A Novel,133,"mars, pennsylvania, usa"
236959,0060930535,0,The Poisonwood Bible: A Novel,133,"st. louis, missouri, usa"
238120,0060930535,0,The Poisonwood Bible: A Novel,133,"louisville, kentucky, usa"
238781,0060930535,0,The Poisonwood Bible: A Novel,133,"yucca valley, california, usa"
240568,0060930535,0,The Poisonwood Bible: A Novel,133,"elk  city, oklahoma, usa"
242299,0060930535,0,The Poisonwood Bible: A Novel,133,"orlando, florida, usa"
251394,0060930535,0,The Poisonwood Bible: A Novel,133,"portland, maine, usa"
252820,0060930535,0,The Poisonwood Bible: A Novel,133,"montreal, quebec, canada"
254465,0060930535,0,The Poisonwood Bible: A Novel,133,"maryville, tennessee, usa"
260897,0060930535,0,The Poisonwood Bible: A Novel,133,"chicago, illinois, usa"
261829,0060930535,0,The Poisonwood Bible: A Novel,133,"fpo, ap, usa"
263163,0060930535,0,The Poisonwood Bible: A Novel,133,"austin, texas, usa"
265313,0060930535,0,The Poisonwood Bible: A Novel,133,"morrisville, north carolina, usa"
268622,0060930535,0,The Poisonwood Bible: A Novel,133,"upper township, new jersey, usa"
271195,0060930535,5,The Poisonwood Bible: A Novel,133,"elsmere, kentucky, usa"
273979,0060930535,0,The Poisonwood Bible: A Novel,133,"bloomsburg, pennsylvania, usa"
277427,0060934417,0,Bel Canto: A Novel,108,"gilbert, arizona, usa"
6242,0060934417,7,Bel Canto: A Novel,108,"calgary, alberta, canada"
6575,0060934417,9,Bel Canto: A Novel,108,"seattle, washington, usa"
7346,0060934417,0,Bel Canto: A Novel,108,"sunnyvale, california, usa"
7915,0060934417,0,Bel Canto: A Novel,108,"st. paul, minnesota, usa"
10447,0060934417,0,Bel Canto: A Novel,108,"chicago, illinois, usa"
16795,0060934417,0,Bel Canto: A Novel,108,"mechanicsville, maryland, usa"
21014,0060934417,0,Bel Canto: A Novel,108,"fresno, california, usa"
23768,0060934417,8,Bel Canto: A Novel,108,"st. louis, missouri, usa"
29259,0060934417,0,Bel Canto: A Novel,108,"mt. airy, , usa"
35859,0060934417,9,Bel Canto: A Novel,108,"duluth, minnesota, usa"
36606,0060934417,0,Bel Canto: A Novel,108,"san marcos, california, usa"
37712,0060934417,10,Bel Canto: A Novel,108,"cincinnati, ohio, usa"
39281,0060934417,0,Bel Canto: A Novel,108,"morris plains, new jersey, usa"
39646,0060934417,0,Bel Canto: A Novel,108,"fairless hills, pennsylvania, usa"
43246,0060934417,0,Bel Canto: A Novel,108,"toronto, ontario, canada"
44728,0060934417,0,Bel Canto: A Novel,108,"florence, alabama, usa"
55492,0060934417,0,Bel Canto: A Novel,108,"antioch, illinois, usa"
56959,0060934417,0,Bel Canto: A Novel,108,"monroe twp., new jersey, usa"
61619,0060934417,0,Bel Canto: A Novel,108,"coburg, oregon, usa"
64436,0060934417,7,Bel Canto: A Novel,108,"san ramon, california, usa"
68555,0060934417,0,Bel Canto: A Novel,108,"bad axe, michigan, usa"
76352,0060934417,6,Bel Canto: A Novel,108,"olympia, washington, usa"
76942,0060934417,0,Bel Canto: A Novel,108,"sacramento, california, usa"
78783,0060934417,0,Bel Canto: A Novel,108,"chantilly, virginia, usa"
81977,0060934417,0,Bel Canto: A Novel,108,"minneapolis, minnesota, usa"
85526,0060934417,0,Bel Canto: A Novel,108,"victoria, british columbia, canada"
85757,0060934417,0,Bel Canto: A Novel,108,"pawtucket, rhode island, usa"
89602,0060934417,7,Bel Canto: A Novel,108,"honolulu, hawaii, usa"
91832,0060934417,10,Bel Canto: A Novel,108,"miami, florida, usa"
91931,0060934417,0,Bel Canto: A Novel,108,"new westminster, british columbia, canada"
95359,0060934417,9,Bel Canto: A Novel,108,"charleston, west virginia, usa"
101305,0060934417,8,Bel Canto: A Novel,108,"milwaukee, wisconsin, usa"
101876,0060934417,0,Bel Canto: A Novel,108,"nicholasville, kentucky, usa"
102967,0060934417,0,Bel Canto: A Novel,108,"olympia, washington, usa"
105979,0060934417,0,Bel Canto: A Novel,108,"oakland, california, usa"
108005,0060934417,0,Bel Canto: A Novel,108,"greenfield, wisconsin, usa"
110973,0060934417,0,Bel Canto: A Novel,108,"wiley ford, west virginia, usa"
113270,0060934417,10,Bel Canto: A Novel,108,"evanston, illinois, usa"
114414,0060934417,0,Bel Canto: A Novel,108,"edinburg, texas, usa"
114988,0060934417,0,Bel Canto: A Novel,108,"temple, texas, usa"
115120,0060934417,0,Bel Canto: A Novel,108,"sherman oaks, california, usa"
115490,0060934417,0,Bel Canto: A Novel,108,"dekalb, illinois, usa"
122429,0060934417,0,Bel Canto: A Novel,108,"kamuela, hawaii, usa"
123790,0060934417,0,Bel Canto: A Novel,108,"mount vernon, new york, usa"
124363,0060934417,0,Bel Canto: A Novel,108,"tallahassee, florida, usa"
129465,0060934417,0,Bel Canto: A Novel,108,"durham, north carolina, usa"
130571,0060934417,9,Bel Canto: A Novel,108,"summerville, south carolina, usa"
132083,0060934417,0,Bel Canto: A Novel,108,"tazewell, virginia, usa"
133571,0060934417,0,Bel Canto: A Novel,108,"olney, maryland, usa"
135045,0060934417,0,Bel Canto: A Novel,108,"spring, texas, usa"
135458,0060934417,9,Bel Canto: A Novel,108,"ottawa, ontario, canada"
135831,0060934417,0,Bel Canto: A Novel,108,"potomac falls, virginia, usa"
137589,0060934417,0,Bel Canto: A Novel,108,"enterprise, oregon, usa"
141710,0060934417,0,Bel Canto: A Novel,108,"omaha, nebraska, usa"
143175,0060934417,0,Bel Canto: A Novel,108,"blythewood, south carolina, usa"
145641,0060934417,0,Bel Canto: A Novel,108,"madison, new jersey, usa"
148744,0060934417,8,Bel Canto: A Novel,108,"campbellsport, wisconsin, usa"
150979,0060934417,9,Bel Canto: A Novel,108,"greencastle, pennsylvania, usa"
151589,0060934417,10,Bel Canto: A Novel,108,"portland, oregon, usa"
155147,0060934417,7,Bel Canto: A Novel,108,"seattle, washington, usa"
156150,0060934417,0,Bel Canto: A Novel,108,"howell, new jersey, usa"
160819,0060934417,0,Bel Canto: A Novel,108,"miami, florida, usa"
165308,0060934417,0,Bel Canto: A Novel,108,"new berlin, wisconsin, usa"
168144,0060934417,10,Bel Canto: A Novel,108,"oceanside, california, usa"
172742,0060934417,0,Bel Canto: A Novel,108,"astoria, oregon, usa"
173415,0060934417,10,Bel Canto: A Novel,108,"chicago, illinois, usa"
174304,0060934417,0,Bel Canto: A Novel,108,"st. louis, missouri, usa"
177090,0060934417,0,Bel Canto: A Novel,108,"ashland, missouri, usa"
181687,0060934417,7,Bel Canto: A Novel,108,"austin, texas, usa"
187145,0060934417,0,Bel Canto: A Novel,108,"grapeview, washington, usa"
204864,0060934417,0,Bel Canto: A Novel,108,"simi valley, california, usa"
206534,0060934417,9,Bel Canto: A Novel,108,"evanston, illinois, usa"
208141,0060934417,0,Bel Canto: A Novel,108,"jefferson, wisconsin, usa"
211430,0060934417,9,Bel Canto: A Novel,108,"toronto, ontario, canada"
212923,0060934417,10,Bel Canto: A Novel,108,"minneapolis, minnesota, usa"
221445,0060934417,0,Bel Canto: A Novel,108,"portland, oregon, usa"
223087,0060934417,5,Bel Canto: A Novel,108,"sherman oaks, california, usa"
224349,0060934417,0,Bel Canto: A Novel,108,"columbia, maryland, usa"
224764,0060934417,5,Bel Canto: A Novel,108,"rockaway, new jersey, usa"
225763,0060934417,0,Bel Canto: A Novel,108,"san francisco, california, usa"
227447,0060934417,0,Bel Canto: A Novel,108,"kelseyville, california, usa"
232131,0060934417,9,Bel Canto: A Novel,108,"oakland, california, usa"
236757,0060934417,9,Bel Canto: A Novel,108,"mars, pennsylvania, usa"
238120,0060934417,0,Bel Canto: A Novel,108,"louisville, kentucky, usa"
238526,0060934417,0,Bel Canto: A Novel,108,"charleston, south carolina, usa"
252695,0060934417,7,Bel Canto: A Novel,108,"lincoln, nebraska, usa"
255489,0060934417,9,Bel Canto: A Novel,108,"sherman oaks, california, usa"
259629,0060934417,0,Bel Canto: A Novel,108,"carrollton, texas, usa"
271705,0060934417,0,Bel Canto: A Novel,108,"atlanta, georgia, usa"
273979,0060934417,9,Bel Canto: A Novel,108,"bloomsburg, pennsylvania, usa"
277427,0061009059,9,One for the Money (Stephanie Plum Novels (Paperback)),108,"gilbert, arizona, usa"
6251,0061009059,7,One for the Money (Stephanie Plum Novels (Paperback)),108,"wahiawa, hawaii, usa"
6543,0061009059,8,One for the Money (Stephanie Plum Novels (Paperback)),108,"strafford, missouri, usa"
6575,0061009059,0,One for the Money (Stephanie Plum Novels (Paperback)),108,"seattle, washington, usa"
7346,0061009059,0,One for the Money (Stephanie Plum Novels (Paperback)),108,"sunnyvale, california, usa"
7915,0061009059,8,One for the Money (Stephanie Plum Novels (Paperback)),108,"st. paul, minnesota, usa"
8067,0061009059,10,One for the Money (Stephanie Plum Novels (Paperback)),108,"owings mills, maryland, usa"
13273,0061009059,0,One for the Money (Stephanie Plum Novels (Paperback)),108,"harrisburg, pennsylvania, usa"
13552,0061009059,0,One for the Money (Stephanie Plum Novels (Paperback)),108,"cordova, tennessee, usa"
14521,0061009059,0,One for the Money (Stephanie Plum Novels (Paperback)),108,"providence, rhode island, usa"
16795,0061009059,9,One for the Money (Stephanie Plum Novels (Paperback)),108,"mechanicsville, maryland, usa"
23768,0061009059,8,One for the Money (Stephanie Plum Novels (Paperback)),108,"st. louis, missouri, usa"
25981,0061009059,0,One for the Money (Stephanie Plum Novels (Paperback)),108,"nj, new jersey, usa"
26544,0061009059,0,One for the Money (Stephanie Plum Novels (Paperback)),108,"woodbridge, virginia, usa"
30276,0061009059,7,One for the Money (Stephanie Plum Novels (Paperback)),108,"wildwood, new jersey, usa"
33974,0061009059,0,One for the Money (Stephanie Plum Novels (Paperback)),108,"barnhart, missouri, usa"
35859,0061009059,10,One for the Money (Stephanie Plum Novels (Paperback)),108,"duluth, minnesota, usa"
37950,0061009059,0,One for the Money (Stephanie Plum Novels (Paperback)),108,"calgary, alberta, canada"
41084,0061009059,0,One for the Money (Stephanie Plum Novels (Paperback)),108,"orlando, florida, usa"
43246,0061009059,0,One for the Money (Stephanie Plum Novels (Paperback)),108,"toronto, ontario, canada"
60337,0061009059,0,One for the Money (Stephanie Plum Novels (Paperback)),108,"st. marys, georgia, usa"
62272,0061009059,0,One for the Money (Stephanie Plum Novels (Paperback)),108,"lake mary, florida, usa"
64436,0061009059,7,One for the Money (Stephanie Plum Novels (Paperback)),108,"san ramon, california, usa"
70415,0061009059,0,One for the Money (Stephanie Plum Novels (Paperback)),108,"crescent city, florida, usa"
75860,0061009059,0,One for the Money (Stephanie Plum Novels (Paperback)),108,"buffalo, minnesota, usa"
78783,0061009059,0,One for the Money (Stephanie Plum Novels (Paperback)),108,"chantilly, virginia, usa"
82407,0061009059,0,One for the Money (Stephanie Plum Novels (Paperback)),108,"washington, dc, usa"
84024,0061009059,0,One for the Money (Stephanie Plum Novels (Paperback)),108,"abilene, texas, usa"
